ts,o,h,l,c,v
2026-06-25T14:40:00+00:00,1.88,1.88,1.88,1.88,0
2026-06-25T14:45:00+00:00,1.88,1.88,1.88,1.88,0
2026-06-25T14:50:00+00:00,1.88,1.88,1.88,1.88,0
2026-06-25T14:55:00+00:00,1.88,1.88,1.88,1.88,0
2026-06-25T15:00:00+00:00,1.88,1.88,1.88,1.88,0
2026-06-25T15:05:00+00:00,1.88,1.88,1.88,1.88,0
2026-06-25T15:10:00+00:00,1.88,1.88,1.88,1.88,0
2026-06-25T15:15:00+00:00,1.72,1.72,1.7,1.7,6
2026-06-25T15:20:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T15:25:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T15:30:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T15:35:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T15:40:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T15:45:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T15:50:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T15:55:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:00:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:05:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:10:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:15:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:20:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:25:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:30:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:35:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:40:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:45:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:50:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T16:55:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:00:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:05:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:10:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:15:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:20:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:25:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:30:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:35:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:40:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:45:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:50:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T17:55:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:00:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:05:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:10:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:15:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:20:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:25:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:30:00+00:00,1.7,1.7,1.7,1.7,0
2026-06-25T18:35:00+00:00,1.7,1.7,1.7,1.7,0
